,128,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Label,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN
['206'],0.922003248,0.74738338,0.769754177,0.745596216,0.728518344,1.218959681,1.184610832,1.186105906,1.178361999,1.323151835,1.307947029,1.273982963,1.259320751,0.730743265,0.710522828,0.705918708,0.711689617,0.711406186,0.718099784,0.707247201,0.693141467,1.198551614,1.203242155,1.154073275,1.137003707,1.26953896,1.236235021,1.230602305,1.175567161,1.172238895,1.166901922,1.144145303,1.124879913,0.874508987,0.872514224,0.862578792,0.841305059,1.406220592,1.361649884,1.358009903,1.340640976,1.423256762,1.395524077,1.367968408,1.351114906,0.875116991,0.892883897,0.887263621,0.883572048,0.962106642,0.949729895,0.929266163,0.913219009,1.344732034,1.323651503,1.317064006,1.285533187,1.575044319,1.540119533,1.506046968,1.493023536,1.04476644,0.987642642,0.950144367,0.938313156,0.938709665,0.863823281,0.871885972,0.88404006,1.31189806,1.32099237,1.331414584,1.362504827,1.521308581,1.501725367,1.535889478,1.501669942,1.084812595,1.079678281,1.077674957,1.075974564,0.911797184,0.883804242,0.856619374,0.886204579,1.214144681,1.188588496,1.183440244,1.172961033,1.362145008,1.352914481,1.338341245,1.318600448,1.170020631,1.096258774,1.053907037,1.035100336,0.857562482,0.837349611,0.842643887,0.822206206,1.303349381,1.294844249,1.271996104,1.283249432,1.274889192,1.258360221,1.235364383,1.233902454,1.039491055,1.030319871,1.017332314,1.019692948,0.752957991,0.747647747,0.76680539,0.729112368,1.22970462,1.185212575,1.19784811,1.203481095,1.229913852,1.209470794,1.217774385,1.24216753,0.968932728,0.957915112,0.937840476
['206'],0.922003248,0.74738338,0.769754177,0.745596216,0.728518344,1.218959681,1.184610832,1.186105906,1.178361999,1.323151835,1.307947029,1.273982963,1.259320751,0.730743265,0.710522828,0.705918708,0.711689617,0.711406186,0.718099784,0.707247201,0.693141467,1.198551614,1.203242155,1.154073275,1.137003707,1.26953896,1.236235021,1.230602305,1.175567161,1.172238895,1.166901922,1.144145303,1.124879913,0.874508987,0.872514224,0.862578792,0.841305059,1.406220592,1.361649884,1.358009903,1.340640976,1.423256762,1.395524077,1.367968408,1.351114906,0.875116991,0.892883897,0.887263621,0.883572048,0.962106642,0.949729895,0.929266163,0.913219009,1.344732034,1.323651503,1.317064006,1.285533187,1.575044319,1.540119533,1.506046968,1.493023536,1.04476644,0.987642642,0.950144367,0.938313156,0.938709665,0.863823281,0.871885972,0.88404006,1.31189806,1.32099237,1.331414584,1.362504827,1.521308581,1.501725367,1.535889478,1.501669942,1.084812595,1.079678281,1.077674957,1.075974564,0.911797184,0.883804242,0.856619374,0.886204579,1.214144681,1.188588496,1.183440244,1.172961033,1.362145008,1.352914481,1.338341245,1.318600448,1.170020631,1.096258774,1.053907037,1.035100336,0.857562482,0.837349611,0.842643887,0.822206206,1.303349381,1.294844249,1.271996104,1.283249432,1.274889192,1.258360221,1.235364383,1.233902454,1.039491055,1.030319871,1.017332314,1.019692948,0.752957991,0.747647747,0.76680539,0.729112368,1.22970462,1.185212575,1.19784811,1.203481095,1.229913852,1.209470794,1.217774385,1.24216753,0.968932728,0.957915112,0.937840476
['205'],0.929175221,0.791138697,0.811327075,0.787289215,0.770249232,1.278785796,1.241395558,1.24406584,1.232459955,1.353723086,1.337368141,1.299408197,1.28314867,0.735050259,0.713527255,0.710024921,0.715466553,0.750280815,0.757885635,0.748667439,0.732084478,1.259537316,1.263842266,1.210074457,1.194513612,1.332909981,1.298123219,1.293467432,1.235396824,1.223440734,1.221918501,1.201011141,1.182997919,0.891105284,0.885900659,0.873360924,0.852019158,1.437262197,1.387209951,1.382150401,1.363304075,1.434957845,1.406001691,1.378131193,1.360937185,0.877224183,0.895520236,0.889741972,0.885618735,1.007503468,0.990258863,0.967403787,0.949759148,1.377664406,1.354089412,1.345712325,1.313099889,1.588757424,1.550270957,1.51587986,1.501996336,1.052867124,0.994210737,0.957064601,0.944586193,0.984731728,0.905042287,0.915752185,0.922732034,1.374762118,1.376666641,1.383546512,1.407437225,1.568470443,1.539683548,1.561896006,1.522164927,1.089100879,1.082277259,1.081425289,1.07598064,0.942928479,0.913879755,0.885692948,0.914009001,1.239419369,1.210898568,1.204537753,1.19082543,1.377511218,1.363663622,1.34827852,1.329703088,1.180254103,1.10079845,1.058822063,1.038823279,0.870599253,0.849985321,0.854611177,0.833312977,1.316616593,1.309396661,1.286563975,1.298364309,1.281161634,1.262664455,1.241296202,1.238057096,1.052601052,1.042488543,1.030536639,1.032305066,0.786802132,0.7801626,0.799011835,0.760860373,1.271451368,1.226180596,1.238837677,1.243958418,1.26547654,1.244769354,1.249857105,1.272416343,0.977903918,0.965338042,0.944953975
['205'],0.929175221,0.791138697,0.811327075,0.787289215,0.770249232,1.278785796,1.241395558,1.24406584,1.232459955,1.353723086,1.337368141,1.299408197,1.28314867,0.735050259,0.713527255,0.710024921,0.715466553,0.750280815,0.757885635,0.748667439,0.732084478,1.259537316,1.263842266,1.210074457,1.194513612,1.332909981,1.298123219,1.293467432,1.235396824,1.223440734,1.221918501,1.201011141,1.182997919,0.891105284,0.885900659,0.873360924,0.852019158,1.437262197,1.387209951,1.382150401,1.363304075,1.434957845,1.406001691,1.378131193,1.360937185,0.877224183,0.895520236,0.889741972,0.885618735,1.007503468,0.990258863,0.967403787,0.949759148,1.377664406,1.354089412,1.345712325,1.313099889,1.588757424,1.550270957,1.51587986,1.501996336,1.052867124,0.994210737,0.957064601,0.944586193,0.984731728,0.905042287,0.915752185,0.922732034,1.374762118,1.376666641,1.383546512,1.407437225,1.568470443,1.539683548,1.561896006,1.522164927,1.089100879,1.082277259,1.081425289,1.07598064,0.942928479,0.913879755,0.885692948,0.914009001,1.239419369,1.210898568,1.204537753,1.19082543,1.377511218,1.363663622,1.34827852,1.329703088,1.180254103,1.10079845,1.058822063,1.038823279,0.870599253,0.849985321,0.854611177,0.833312977,1.316616593,1.309396661,1.286563975,1.298364309,1.281161634,1.262664455,1.241296202,1.238057096,1.052601052,1.042488543,1.030536639,1.032305066,0.786802132,0.7801626,0.799011835,0.760860373,1.271451368,1.226180596,1.238837677,1.243958418,1.26547654,1.244769354,1.249857105,1.272416343,0.977903918,0.965338042,0.944953975
['207'],0.913464463,0.705521442,0.729471868,0.705510247,0.68847062,1.15968131,1.128644035,1.128892337,1.124776995,1.289471277,1.275719426,1.24558449,1.2326086,0.725985757,0.707164931,0.701553861,0.707529584,0.674302527,0.679900104,0.667670533,0.655978637,1.139015887,1.1441019,1.09951561,1.081119961,1.207613535,1.176086205,1.169796768,1.117490563,1.120928229,1.112003311,1.088288081,1.067746583,0.855976979,0.856826049,0.849736644,0.828958363,1.373060403,1.334175939,1.331641351,1.315761443,1.411336462,1.384774869,1.357492314,1.341315006,0.87278857,0.889694257,0.884430444,0.881099883,0.916883418,0.908960356,0.890457656,0.875836788,1.30867664,1.290655138,1.285706904,1.255808603,1.55795545,1.526624539,1.493251233,1.481510095,1.037517663,0.981730508,0.944108033,0.932685691,0.892993306,0.823168223,0.82872841,0.845566657,1.250482438,1.265818425,1.27867511,1.316074145,1.472526569,1.461461444,1.506095925,1.477567887,1.079801862,1.076650105,1.073003754,1.075048408,0.879745031,0.852722958,0.826957912,0.857269555,1.187551847,1.16495337,1.161684302,1.154815029,1.345235067,1.340438764,1.326803147,1.305500111,1.158631617,1.091112493,1.048835912,1.030942215,0.842848327,0.823207429,0.829200441,0.809807475,1.288179095,1.278623898,1.255703608,1.26636601,1.266776934,1.252424867,1.227759083,1.228067256,1.025305976,1.017052152,1.003115924,1.005948454,0.719775449,0.715834489,0.7348089,0.698037966,1.187442307,1.144288143,1.156863319,1.162753552,1.193789585,1.173633663,1.184986882,1.210712677,0.958361841,0.949199999,0.929382345
['207'],0.913464463,0.705521442,0.729471868,0.705510247,0.68847062,1.15968131,1.128644035,1.128892337,1.124776995,1.289471277,1.275719426,1.24558449,1.2326086,0.725985757,0.707164931,0.701553861,0.707529584,0.674302527,0.679900104,0.667670533,0.655978637,1.139015887,1.1441019,1.09951561,1.081119961,1.207613535,1.176086205,1.169796768,1.117490563,1.120928229,1.112003311,1.088288081,1.067746583,0.855976979,0.856826049,0.849736644,0.828958363,1.373060403,1.334175939,1.331641351,1.315761443,1.411336462,1.384774869,1.357492314,1.341315006,0.87278857,0.889694257,0.884430444,0.881099883,0.916883418,0.908960356,0.890457656,0.875836788,1.30867664,1.290655138,1.285706904,1.255808603,1.55795545,1.526624539,1.493251233,1.481510095,1.037517663,0.981730508,0.944108033,0.932685691,0.892993306,0.823168223,0.82872841,0.845566657,1.250482438,1.265818425,1.27867511,1.316074145,1.472526569,1.461461444,1.506095925,1.477567887,1.079801862,1.076650105,1.073003754,1.075048408,0.879745031,0.852722958,0.826957912,0.857269555,1.187551847,1.16495337,1.161684302,1.154815029,1.345235067,1.340438764,1.326803147,1.305500111,1.158631617,1.091112493,1.048835912,1.030942215,0.842848327,0.823207429,0.829200441,0.809807475,1.288179095,1.278623898,1.255703608,1.26636601,1.266776934,1.252424867,1.227759083,1.228067256,1.025305976,1.017052152,1.003115924,1.005948454,0.719775449,0.715834489,0.7348089,0.698037966,1.187442307,1.144288143,1.156863319,1.162753552,1.193789585,1.173633663,1.184986882,1.210712677,0.958361841,0.949199999,0.929382345
['204'],0.934940641,0.836540476,0.85391573,0.8303654,0.813508791,1.338524548,1.298449836,1.302176855,1.286548623,1.380709401,1.363511992,1.321502984,1.303774104,0.738809297,0.71612666,0.713799133,0.718775671,0.790768408,0.799083029,0.791802149,0.772690737,1.321606813,1.32551557,1.267243086,1.253332572,1.397223156,1.361251463,1.357903082,1.296504115,1.274071488,1.276460696,1.258398267,1.241580901,0.905679352,0.896999015,0.882102658,0.8611735,1.466042477,1.410831872,1.404104682,1.383758462,1.44640135,1.416290456,1.388060957,1.370760871,0.879064316,0.897573774,0.891827497,0.887224433,1.05245351,1.030024998,1.004332078,0.984958579,1.407356606,1.381962833,1.371665156,1.338441452,1.599331109,1.557398205,1.523049498,1.508638994,1.062024782,1.001494589,0.964829436,0.951503468,1.030534849,0.946532551,0.959887674,0.96135947,1.438566246,1.432465543,1.434525001,1.450353137,1.613555932,1.574985056,1.584171766,1.539293717,1.092614053,1.084472064,1.08431862,1.07521078,0.97301558,0.942788718,0.913965157,0.940507581,1.263563896,1.232129288,1.225154256,1.208681391,1.391450647,1.372945698,1.356875297,1.33897793,1.1893507,1.104844264,1.063531729,1.04218103,0.881912311,0.861053257,0.865084436,0.843130161,1.328014267,1.322249549,1.299427551,1.311629663,1.285675555,1.265462661,1.245613929,1.240599183,1.064446896,1.053409145,1.04254488,1.043633002,0.821107088,0.813253315,0.831197597,0.7931522,1.312235387,1.26687575,1.279502475,1.283816693,1.30022175,1.27920642,1.280946627,1.3011487,0.985246817,0.971480769,0.950724155
['204'],0.934940641,0.836540476,0.85391573,0.8303654,0.813508791,1.338524548,1.298449836,1.302176855,1.286548623,1.380709401,1.363511992,1.321502984,1.303774104,0.738809297,0.71612666,0.713799133,0.718775671,0.790768408,0.799083029,0.791802149,0.772690737,1.321606813,1.32551557,1.267243086,1.253332572,1.397223156,1.361251463,1.357903082,1.296504115,1.274071488,1.276460696,1.258398267,1.241580901,0.905679352,0.896999015,0.882102658,0.8611735,1.466042477,1.410831872,1.404104682,1.383758462,1.44640135,1.416290456,1.388060957,1.370760871,0.879064316,0.897573774,0.891827497,0.887224433,1.05245351,1.030024998,1.004332078,0.984958579,1.407356606,1.381962833,1.371665156,1.338441452,1.599331109,1.557398205,1.523049498,1.508638994,1.062024782,1.001494589,0.964829436,0.951503468,1.030534849,0.946532551,0.959887674,0.96135947,1.438566246,1.432465543,1.434525001,1.450353137,1.613555932,1.574985056,1.584171766,1.539293717,1.092614053,1.084472064,1.08431862,1.07521078,0.97301558,0.942788718,0.913965157,0.940507581,1.263563896,1.232129288,1.225154256,1.208681391,1.391450647,1.372945698,1.356875297,1.33897793,1.1893507,1.104844264,1.063531729,1.04218103,0.881912311,0.861053257,0.865084436,0.843130161,1.328014267,1.322249549,1.299427551,1.311629663,1.285675555,1.265462661,1.245613929,1.240599183,1.064446896,1.053409145,1.04254488,1.043633002,0.821107088,0.813253315,0.831197597,0.7931522,1.312235387,1.26687575,1.279502475,1.283816693,1.30022175,1.27920642,1.280946627,1.3011487,0.985246817,0.971480769,0.950724155
